trip_id,pickup_ts,dropoff_ts,vendor_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,pickup_borough,dropoff_borough,payment_type,load_ts
T00005036,2024-01-06 18:56:00,2024-01-06 19:13:00,V002,2,3.57,17.06,4.83,24.58,Queens,Bronx,Card,2024-01-08 22:05:00
T00005037,2024-02-10 04:19:00,2024-02-10 04:23:00,V004,1,6.31,18.45,3.04,21.98,Staten Island,Brooklyn,Card,2024-02-11 01:22:00
T00005038,2024-03-31 09:59:00,2024-03-31 10:19:00,V001,4,3.58,17.12,1.14,19.55,Brooklyn,Brooklyn,Cash,2024-04-02 21:35:00
T00005039,2024-01-27 10:08:00,2024-01-27 10:41:00,V002,4,2.88,19.15,0.45,21.34,Bronx,Bronx,Cash,2024-01-29 18:41:00
T00005040,2024-06-11 01:57:00,2024-06-11 03:06:00,V001,1,2.64,31.93,7.22,39.21,Queens,Manhattan,Card,2024-06-12 07:16:00
T00005041,2024-04-06 15:07:00,2024-04-06 16:09:00,V001,2,1.96,27.42,3.20,32.16,Manhattan,Bronx,Card,2024-04-07 10:09:00
T00005042,2024-02-14 22:44:00,2024-02-14 23:07:00,V002,1,3.15,18.30,5.30,25.10,Brooklyn,Brooklyn,Card,2024-02-16 08:35:00
T00005043,2024-04-08 22:51:00,2024-04-08 23:22:00,V002,2,2.25,17.14,0.83,18.18,Bronx,Manhattan,Cash,2024-04-10 05:28:00
T00005044,2024-05-17 23:22:00,2024-05-18 00:30:00,V001,1,2.95,30.85,8.36,41.23,Bronx,Brooklyn,Card,2024-05-18 16:23:00
T00005045,2024-04-09 13:51:00,2024-04-09 14:54:00,V001,1,1.82,28.23,4.83,33.45,Bronx,Manhattan,Card,2024-04-09 18:45:00
T00005046,2024-05-02 21:20:00,2024-05-02 22:10:00,V004,2,4.58,29.28,7.97,39.26,Brooklyn,Manhattan,Card,2024-05-04 01:20:00
T00005047,2024-02-08 05:40:00,2024-02-08 06:41:00,V003,2,5.79,35.42,9.32,46.25,Queens,Bronx,Card,2024-02-10 05:22:00
T00005048,2024-04-13 11:46:00,2024-04-13 12:54:00,V001,5,4.28,34.09,5.29,40.72,Brooklyn,Manhattan,Card,2024-04-14 14:12:00
T00005049,2024-03-25 05:08:00,2024-03-25 05:37:00,V001,1,3.12,18.17,1.69,22.16,Brooklyn,Queens,Card,2024-03-26 18:57:00
T00005050,2024-06-17 17:41:00,2024-06-17 18:54:00,V004,2,4.98,38.03,6.57,45.14,Queens,Brooklyn,Card,2024-06-19 03:56:00
T00005051,2024-04-02 21:34:00,2024-04-02 21:40:00,V004,3,3.58,13.69,2.86,16.82,Brooklyn,Brooklyn,Card,2024-04-03 00:54:00
T00005052,2024-05-23 01:42:00,2024-05-23 02:28:00,V002,4,5.88,28.63,3.38,34.05,Staten Island,Staten Island,Card,2024-05-24 01:28:00
T00005053,2024-05-29 08:45:00,2024-05-29 09:12:00,V004,1,4.14,20.53,2.22,22.95,Manhattan,Queens,Card,2024-06-01 06:54:00
T00005054,2024-03-18 15:41:00,2024-03-18 15:53:00,V002,1,0.60,8.45,1.96,12.01,Staten Island,Brooklyn,Card,2024-03-20 02:43:00
T00005055,2024-01-17 03:37:00,2024-01-17 04:33:00,V002,2,2.83,27.54,5.28,34.64,Queens,Staten Island,Card,2024-01-19 04:34:00
T00005056,2024-02-06 08:12:00,2024-02-06 08:55:00,V001,1,3.93,24.06,1.39,28.05,Manhattan,Brooklyn,Cash,2024-02-06 16:06:00
T00005057,2024-03-26 18:20:00,2024-03-26 18:53:00,V001,1,0.99,16.14,1.09,17.69,Brooklyn,Manhattan,Cash,2024-03-28 15:13:00
T00005058,2024-06-02 22:26:00,2024-06-02 23:01:00,V003,2,1.42,17.46,4.74,24.52,Queens,Bronx,Card,2024-06-05 17:00:00
T00005059,2024-01-18 22:01:00,2024-01-18 22:45:00,V001,1,2.09,22.07,1.41,24.03,Queens,Brooklyn,Cash,2024-01-21 08:43:00
T00005060,2024-01-21 07:47:00,2024-01-21 08:50:00,V001,2,1.82,27.98,2.88,32.21,Manhattan,Queens,Card,2024-01-22 06:06:00
T00005061,2024-02-24 06:21:00,2024-02-24 07:06:00,V001,1,2.94,24.33,1.49,28.24,Queens,Queens,Cash,2024-02-27 00:04:00
T00005062,2024-04-22 13:20:00,2024-04-22 14:14:00,V001,5,2.48,25.36,5.40,31.59,Manhattan,Brooklyn,Card,2024-04-23 12:46:00
T00005063,2024-03-29 08:10:00,2024-03-29 08:24:00,V001,2,2.53,14.11,3.50,18.26,Manhattan,Staten Island,Card,2024-03-29 09:39:00
T00005064,2024-01-05 15:27:00,2024-01-05 16:25:00,V002,1,2.81,26.43,6.96,35.15,Manhattan,Bronx,Card,2024-01-08 08:13:00
T00005065,2024-06-12 23:15:00,2024-06-12 23:20:00,V001,2,1.02,5.66,1.15,7.46,Queens,Bronx,Card,2024-06-14 18:58:00
T00005066,2024-06-11 21:49:00,2024-06-11 23:03:00,V003,4,2.65,32.45,6.92,40.13,Brooklyn,Manhattan,Card,2024-06-12 02:03:00
T00005067,2024-01-23 22:09:00,2024-01-23 22:27:00,V003,4,0.57,10.42,0.16,11.57,Manhattan,Queens,Cash,2024-01-26 14:58:00
T00005068,2024-06-10 23:42:00,2024-06-11 00:52:00,V003,1,4.14,33.97,7.32,41.98,Manhattan,Brooklyn,Card,2024-06-14 00:08:00
T00005069,2024-01-04 00:03:00,2024-01-04 01:10:00,V001,1,5.22,34.96,6.47,42.19,Bronx,Manhattan,Card,2024-01-04 11:53:00
T00005070,2024-03-17 03:07:00,2024-03-17 04:16:00,V001,2,3.38,30.72,2.72,34.98,Manhattan,Manhattan,Other,2024-03-18 09:18:00
T00005071,2024-04-13 01:51:00,2024-04-13 01:57:00,V004,2,3.64,11.99,3.50,16.40,Bronx,Manhattan,Card,2024-04-13 07:26:00
T00005072,2024-04-11 16:44:00,2024-04-11 17:57:00,V002,1,0.34,26.06,1.05,27.18,Bronx,Brooklyn,Cash,2024-04-11 20:36:00
T00005073,2024-04-04 15:51:00,2024-04-04 16:33:00,V002,2,3.23,22.58,5.84,29.93,Manhattan,Brooklyn,Card,2024-04-05 22:59:00
T00005074,2024-01-26 06:34:00,2024-01-26 06:59:00,V001,3,2.06,16.51,1.75,19.60,Bronx,Manhattan,Other,2024-01-28 07:10:00
T00005075,2024-01-24 08:52:00,2024-01-24 09:27:00,V002,1,2.38,18.33,4.07,24.05,Staten Island,Queens,Card,2024-01-26 10:05:00
T00005076,2024-02-26 23:11:00,2024-02-26 23:45:00,V003,2,2.91,19.52,0.10,21.80,Queens,Staten Island,Cash,2024-02-29 16:27:00
T00005077,2024-04-26 12:09:00,2024-04-26 12:48:00,V004,1,4.63,25.77,7.13,35.57,Bronx,Manhattan,Card,2024-04-27 08:51:00
T00005078,2024-02-12 18:29:00,2024-02-12 19:30:00,V004,1,2.05,27.28,5.19,33.94,Queens,Queens,Card,2024-02-13 20:32:00
T00005079,2024-05-02 21:29:00,2024-05-02 22:28:00,V001,2,1.47,25.75,6.80,33.34,Bronx,Queens,Card,2024-05-05 03:28:00
T00005080,2024-05-18 12:58:00,2024-05-18 14:05:00,V002,2,2.75,29.44,6.66,37.43,Manhattan,Brooklyn,Card,2024-05-20 06:45:00
T00005081,2024-01-27 11:13:00,2024-01-27 11:31:00,V002,1,3.72,16.62,1.40,20.01,Queens,Manhattan,Card,2024-01-28 00:06:00
T00005082,2024-03-20 22:02:00,2024-03-20 22:43:00,V004,1,1.94,20.97,3.69,27.09,Brooklyn,Manhattan,Card,2024-03-21 06:21:00
T00005083,2024-04-14 09:06:00,2024-04-14 10:18:00,V001,2,2.63,32.20,1.44,35.00,Manhattan,Manhattan,Cash,2024-04-15 01:46:00
T00005084,2024-06-15 21:45:00,2024-06-15 21:53:00,V001,1,9.98,26.70,2.60,30.38,Brooklyn,Brooklyn,Card,2024-06-16 04:58:00
T00005085,2024-02-14 09:53:00,2024-02-14 11:07:00,V002,2,0.98,29.33,0.88,30.92,Manhattan,Manhattan,Cash,2024-02-16 08:08:00
T00005086,2024-03-23 00:07:00,2024-03-23 00:20:00,V002,2,3.87,14.45,1.40,18.36,Brooklyn,Staten Island,Card,2024-03-24 13:44:00
T00005087,2024-01-03 01:17:00,2024-01-03 02:08:00,V003,3,2.41,22.95,4.64,29.50,Brooklyn,Brooklyn,Card,2024-01-04 15:00:00
T00005088,2024-03-29 00:43:00,2024-03-29 01:24:00,V002,4,8.29,33.87,6.63,41.06,Bronx,Manhattan,Card,2024-03-29 21:43:00
T00005089,2024-02-06 04:33:00,2024-02-06 04:40:00,V003,3,3.19,12.83,3.42,16.71,Bronx,Queens,Card,2024-02-07 14:06:00
T00005090,2024-01-23 05:45:00,2024-01-23 06:57:00,V003,3,6.32,39.38,5.07,45.43,Brooklyn,Brooklyn,Card,2024-01-26 02:27:00
T00005091,2024-02-21 07:51:00,2024-02-21 08:18:00,V001,1,2.45,17.78,0.99,19.16,Queens,Brooklyn,Cash,2024-02-22 05:58:00
T00005092,2024-03-15 12:03:00,2024-03-15 12:35:00,V004,1,2.50,17.74,1.05,21.53,Manhattan,Bronx,Cash,2024-03-17 18:08:00
T00005093,2024-01-02 23:31:00,2024-01-02 23:43:00,V002,2,3.88,15.14,0.58,17.80,Brooklyn,Brooklyn,Other,2024-01-03 03:16:00
T00005094,2024-05-23 17:31:00,2024-05-23 18:37:00,V001,1,6.09,37.90,3.90,43.21,Brooklyn,Brooklyn,Card,2024-05-24 00:03:00
T00005095,2024-02-01 07:22:00,2024-02-01 08:20:00,V001,1,1.88,25.24,2.88,28.54,Bronx,Brooklyn,Card,2024-02-04 03:12:00
T00005096,2024-04-14 10:08:00,2024-04-14 11:07:00,V004,3,2.82,26.92,3.91,31.58,Bronx,Brooklyn,Card,2024-04-16 15:21:00
T00005097,2024-05-15 22:51:00,2024-05-15 23:16:00,V001,2,4.60,19.90,5.83,26.06,Staten Island,Manhattan,Card,2024-05-17 11:13:00
T00005098,2024-06-23 12:55:00,2024-06-23 13:44:00,V004,2,7.71,35.54,1.08,37.31,Brooklyn,Queens,Other,2024-06-25 20:07:00
T00005099,2024-05-23 12:30:00,2024-05-23 12:55:00,V001,1,5.68,24.34,0.30,27.00,Brooklyn,Brooklyn,Cash,2024-05-24 15:07:00
T00005100,2024-03-14 18:36:00,2024-03-14 18:58:00,V001,2,7.67,26.09,0.40,27.04,Manhattan,Brooklyn,Cash,2024-03-15 02:38:00
T00005101,2024-01-28 11:34:00,2024-01-28 12:37:00,V002,5,3.07,30.71,3.06,34.64,Staten Island,Manhattan,Card,2024-01-31 02:29:00
T00005102,2024-04-05 08:53:00,2024-04-05 09:37:00,V001,3,1.72,19.39,0.03,20.78,Brooklyn,Bronx,Cash,2024-04-07 05:32:00
T00005103,2024-02-01 20:09:00,2024-02-01 20:43:00,V002,3,3.66,21.07,3.00,26.70,Queens,Queens,Card,2024-02-04 18:18:00
T00005104,2024-06-08 02:12:00,2024-06-08 02:54:00,V001,2,2.27,21.14,0.71,22.89,Queens,Queens,Cash,2024-06-10 08:19:00
T00005105,2024-05-18 10:32:00,2024-05-18 11:24:00,V001,1,4.11,27.38,4.83,33.94,Manhattan,Brooklyn,Card,2024-05-19 14:05:00
T00005106,2024-01-16 16:45:00,2024-01-16 16:54:00,V002,2,5.48,17.62,2.46,20.93,Manhattan,Queens,Card,2024-01-18 19:39:00
T00005107,2024-03-28 08:32:00,2024-03-28 09:44:00,V002,1,5.04,36.12,0.18,36.30,Queens,Brooklyn,Cash,2024-03-30 10:59:00
T00005108,2024-03-03 00:13:00,2024-03-03 00:56:00,V004,1,2.41,21.96,6.44,31.13,Queens,Brooklyn,Card,2024-03-05 15:54:00
T00005109,2024-01-06 22:05:00,2024-01-06 22:33:00,V001,4,4.31,19.78,1.82,22.62,Brooklyn,Bronx,Card,2024-01-07 17:43:00
T00005110,2024-06-06 11:14:00,2024-06-06 12:15:00,V004,1,3.23,30.66,0.18,33.48,Manhattan,Brooklyn,Cash,2024-06-07 03:02:00
T00005111,2024-05-27 10:55:00,2024-05-27 11:32:00,V001,1,5.17,25.68,3.00,30.69,Queens,Manhattan,Card,2024-05-29 07:54:00
T00005112,2024-03-28 12:57:00,2024-03-28 13:54:00,V003,4,2.79,26.29,2.83,29.86,Brooklyn,Manhattan,Card,2024-03-30 21:04:00
T00005113,2024-02-12 17:38:00,2024-02-12 17:54:00,V002,2,1.74,12.13,1.95,15.49,Queens,Brooklyn,Card,2024-02-15 08:15:00
T00005114,2024-05-07 18:39:00,2024-05-07 19:08:00,V002,2,4.27,21.94,5.32,28.90,Staten Island,Brooklyn,Card,2024-05-08 14:59:00
T00005115,2024-01-22 13:31:00,2024-01-22 14:23:00,V004,1,6.08,32.49,8.44,42.99,Staten Island,Bronx,Card,2024-01-25 13:53:00
T00005116,2024-01-05 08:01:00,2024-01-05 08:20:00,V001,4,5.54,21.61,5.27,27.91,Manhattan,Queens,Card,2024-01-06 06:05:00
T00005117,2024-01-27 15:42:00,2024-01-27 15:52:00,V002,1,4.70,16.48,0.60,18.99,Manhattan,Manhattan,Cash,2024-01-28 15:49:00
T00005118,2024-05-12 05:20:00,2024-05-12 06:21:00,V001,4,3.15,28.94,2.54,31.88,Staten Island,Bronx,Card,2024-05-12 17:40:00
T00005119,2024-06-08 06:40:00,2024-06-08 07:44:00,V003,2,11.19,45.76,1.73,50.09,Brooklyn,Brooklyn,Cash,2024-06-10 19:45:00
T00005120,2024-05-07 23:30:00,2024-05-07 23:41:00,V003,2,5.04,16.34,0.49,18.74,Manhattan,Queens,Cash,2024-05-09 10:54:00
T00005121,2024-05-11 07:50:00,2024-05-11 08:00:00,V001,2,6.84,19.27,0.03,21.31,Bronx,Manhattan,Cash,2024-05-11 23:50:00
T00005122,2024-03-12 18:57:00,2024-03-12 19:31:00,V004,2,5.80,26.42,1.85,29.83,Queens,Manhattan,Cash,2024-03-14 09:57:00
T00005123,2024-06-14 03:24:00,2024-06-14 03:30:00,V002,1,3.14,11.32,2.85,15.22,Queens,Brooklyn,Card,2024-06-15 15:01:00
T00005124,2024-01-28 17:10:00,2024-01-28 18:08:00,V004,5,9.00,41.57,4.53,47.16,Manhattan,Brooklyn,Card,2024-01-29 05:57:00
T00005125,2024-02-01 17:57:00,2024-02-01 18:19:00,V002,6,0.31,11.12,2.79,15.98,Queens,Brooklyn,Card,2024-02-02 21:20:00
T00005126,2024-01-13 23:37:00,2024-01-14 00:17:00,V001,2,6.12,27.49,3.51,32.51,Brooklyn,Manhattan,Card,2024-01-15 14:48:00
T00005127,2024-05-01 13:20:00,2024-05-01 14:20:00,V002,1,7.92,37.81,1.80,41.15,Brooklyn,Brooklyn,Cash,2024-05-03 18:53:00
T00005128,2024-03-24 04:42:00,2024-03-24 04:55:00,V001,1,5.99,20.69,6.03,28.31,Bronx,Manhattan,Card,2024-03-25 23:26:00
T00005129,2024-06-18 02:34:00,2024-06-18 03:28:00,V001,4,4.97,30.20,0.47,33.13,Brooklyn,Bronx,Cash,2024-06-19 05:36:00
T00005130,2024-05-06 00:12:00,2024-05-06 00:33:00,V003,1,0.70,10.04,0.09,10.98,Queens,Queens,Other,2024-05-08 05:47:00
T00005131,2024-02-24 13:13:00,2024-02-24 13:59:00,V002,3,2.16,20.91,3.82,27.24,Queens,Queens,Card,2024-02-25 18:01:00
T00005132,2024-02-21 16:52:00,2024-02-21 17:48:00,V002,1,2.81,25.66,1.51,28.47,Staten Island,Brooklyn,Cash,2024-02-22 23:03:00
T00005133,2024-02-25 07:10:00,2024-02-25 07:18:00,V004,2,1.54,8.31,0.20,9.66,Brooklyn,Queens,Other,2024-02-25 15:11:00
T00005134,2024-06-28 14:04:00,2024-06-28 15:04:00,V001,2,5.50,33.86,2.96,38.22,Queens,Manhattan,Other,2024-06-30 21:39:00
T00005135,2024-06-16 17:23:00,2024-06-16 18:31:00,V001,4,7.93,41.64,2.16,44.47,Queens,Manhattan,Cash,2024-06-16 22:50:00
T00005136,2024-02-29 23:27:00,2024-03-01 00:23:00,V002,1,3.60,29.42,5.27,37.33,Brooklyn,Manhattan,Card,2024-03-01 01:44:00
T00005137,2024-03-09 03:03:00,2024-03-09 03:38:00,V003,4,8.37,30.30,4.22,35.72,Queens,Manhattan,Card,2024-03-11 01:20:00
T00005138,2024-01-20 20:16:00,2024-01-20 20:20:00,V004,1,4.55,12.34,3.15,17.54,Manhattan,Manhattan,Card,2024-01-23 05:48:00
T00005139,2024-01-27 02:27:00,2024-01-27 03:28:00,V001,4,2.84,27.01,7.64,37.40,Bronx,Brooklyn,Card,2024-01-28 15:40:00
T00005140,2024-01-15 06:06:00,2024-01-15 06:57:00,V003,2,2.09,22.76,1.58,24.75,Manhattan,Brooklyn,Cash,2024-01-17 02:24:00
T00005141,2024-04-21 20:58:00,2024-04-21 22:04:00,V003,1,2.67,29.12,4.73,34.43,Queens,Queens,Card,2024-04-22 02:26:00
T00005142,2024-05-24 10:16:00,2024-05-24 10:46:00,V001,2,4.45,21.22,4.37,27.12,Staten Island,Manhattan,Card,2024-05-27 06:31:00
T00005143,2024-01-24 00:13:00,2024-01-24 01:12:00,V003,2,2.87,26.82,0.02,28.73,Manhattan,Manhattan,Cash,2024-01-25 20:08:00
T00005144,2024-02-05 01:24:00,2024-02-05 01:32:00,V003,1,1.39,9.24,0.40,10.44,Queens,Brooklyn,Cash,2024-02-05 08:03:00
T00005145,2024-04-08 17:11:00,2024-04-08 18:16:00,V002,4,2.10,28.68,8.32,39.42,Brooklyn,Brooklyn,Card,2024-04-08 23:38:00
T00005146,2024-05-17 07:44:00,2024-05-17 08:43:00,V001,1,1.33,23.54,0.88,26.41,Brooklyn,Brooklyn,Cash,2024-05-17 20:50:00
T00005147,2024-03-20 02:33:00,2024-03-20 03:00:00,V002,4,5.06,23.03,6.30,31.74,Bronx,Bronx,Card,2024-03-21 18:33:00
T00005148,2024-02-25 10:30:00,2024-02-25 11:13:00,V002,1,4.59,25.85,4.16,32.06,Queens,Queens,Card,2024-02-25 22:55:00
T00005149,2024-03-21 07:09:00,2024-03-21 07:14:00,V001,4,5.46,16.47,2.01,21.22,Manhattan,Bronx,Card,2024-03-22 13:23:00
T00005150,2024-01-14 11:41:00,2024-01-14 12:14:00,V001,3,4.20,23.29,0.49,25.38,Bronx,Brooklyn,Cash,2024-01-15 03:22:00
T00005151,2024-01-03 00:50:00,2024-01-03 01:01:00,V004,1,0.91,8.47,0.04,10.92,Manhattan,Queens,Cash,2024-01-03 09:05:00
T00005152,2024-04-26 15:42:00,2024-04-26 16:40:00,V001,6,0.82,24.55,0.85,26.21,Manhattan,Queens,Other,2024-04-29 13:37:00
T00005153,2024-06-08 15:00:00,2024-06-08 15:25:00,V004,3,1.48,13.09,2.61,16.00,Brooklyn,Bronx,Card,2024-06-10 06:29:00
T00005154,2024-05-27 15:20:00,2024-05-27 16:24:00,V001,1,7.12,37.88,7.16,46.96,Brooklyn,Manhattan,Card,2024-05-28 22:37:00
T00005155,2024-02-07 12:32:00,2024-02-07 13:39:00,V002,2,1.86,29.21,8.59,39.31,Manhattan,Brooklyn,Card,2024-02-09 20:13:00
T00005156,2024-04-17 14:17:00,2024-04-17 14:53:00,V002,1,2.79,21.22,2.33,25.21,Queens,Manhattan,Card,2024-04-20 05:30:00
T00005157,2024-03-15 00:06:00,2024-03-15 01:16:00,V001,1,3.70,32.74,3.99,37.62,Manhattan,Manhattan,Card,2024-03-17 21:41:00
T00005158,2024-04-29 07:18:00,2024-04-29 08:16:00,V004,1,6.05,34.06,8.88,44.56,Bronx,Brooklyn,Card,2024-04-30 09:36:00
T00005159,2024-05-23 10:58:00,2024-05-23 12:05:00,V001,1,5.77,36.82,10.33,48.01,Manhattan,Manhattan,Card,2024-05-24 22:29:00
T00005160,2024-05-02 18:51:00,2024-05-02 19:20:00,V003,1,4.57,23.37,0.87,24.99,Manhattan,Staten Island,Other,2024-05-05 10:15:00
T00005161,2024-03-31 05:48:00,2024-03-31 06:01:00,V002,4,2.33,13.54,1.32,14.97,Queens,Bronx,Card,2024-04-02 20:17:00
T00005162,2024-05-28 21:13:00,2024-05-28 21:56:00,V001,2,1.23,20.60,1.78,24.72,Manhattan,Brooklyn,Card,2024-05-30 04:26:00
T00005163,2024-06-02 09:41:00,2024-06-02 10:07:00,V001,2,4.79,21.97,5.55,28.02,Brooklyn,Manhattan,Card,2024-06-03 16:39:00
T00005164,2024-01-24 13:23:00,2024-01-24 14:22:00,V001,1,1.03,23.32,5.15,30.15,Brooklyn,Manhattan,Card,2024-01-27 03:43:00
T00005165,2024-05-09 03:25:00,2024-05-09 03:41:00,V002,1,2.59,13.53,3.64,19.72,Bronx,Brooklyn,Card,2024-05-11 22:11:00
T00005166,2024-06-24 03:46:00,2024-06-24 04:20:00,V003,1,1.48,17.45,2.72,21.29,Manhattan,Bronx,Card,2024-06-25 16:01:00
T00005167,2024-01-09 17:22:00,2024-01-09 18:23:00,V002,3,8.21,41.04,1.18,42.56,Queens,Brooklyn,Cash,2024-01-12 08:56:00
T00005168,2024-06-14 06:15:00,2024-06-14 06:41:00,V002,6,0.77,13.64,3.64,18.74,Queens,Manhattan,Card,2024-06-16 15:44:00
T00005169,2024-06-06 06:40:00,2024-06-06 07:48:00,V001,1,1.97,27.67,1.61,29.59,Brooklyn,Brooklyn,Other,2024-06-07 07:06:00
T00005170,2024-05-03 09:18:00,2024-05-03 10:23:00,V002,5,4.36,31.94,5.01,39.10,Manhattan,Queens,Card,2024-05-05 07:27:00
T00005171,2024-05-31 13:50:00,2024-05-31 14:01:00,V003,2,9.28,26.42,4.60,31.84,Manhattan,Queens,Card,2024-06-02 02:19:00
T00005172,2024-04-10 02:33:00,2024-04-10 03:48:00,V004,2,1.81,30.75,8.81,40.06,Queens,Brooklyn,Card,2024-04-13 01:58:00
T00005173,2024-05-02 16:52:00,2024-05-02 17:26:00,V001,3,4.18,22.60,1.51,25.62,Manhattan,Bronx,Cash,2024-05-03 10:06:00
T00005174,2024-04-12 22:25:00,2024-04-12 23:03:00,V001,1,4.60,24.40,5.26,32.08,Manhattan,Brooklyn,Card,2024-04-14 06:59:00
T00005175,2024-03-06 00:23:00,2024-03-06 01:32:00,V002,1,2.33,30.11,8.13,38.50,Brooklyn,Queens,Card,2024-03-06 21:05:00
T00005176,2024-05-16 15:29:00,2024-05-16 16:02:00,V003,1,3.23,21.17,3.00,25.04,Brooklyn,Bronx,Card,2024-05-18 02:24:00
T00005177,2024-06-10 16:22:00,2024-06-10 16:57:00,V002,1,4.12,23.99,4.61,29.10,Manhattan,Brooklyn,Card,2024-06-13 09:44:00
T00005178,2024-03-31 20:46:00,2024-03-31 21:48:00,V002,1,8.82,41.60,11.64,54.48,Brooklyn,Queens,Card,2024-04-02 03:06:00
T00005179,2024-03-19 17:26:00,2024-03-19 18:39:00,V001,1,5.73,39.25,5.25,46.55,Manhattan,Bronx,Card,2024-03-21 11:50:00
T00005180,2024-03-09 09:09:00,2024-03-09 09:22:00,V001,1,4.79,15.99,1.92,20.65,Queens,Queens,Card,2024-03-10 11:32:00
T00005181,2024-01-19 21:57:00,2024-01-19 22:34:00,V003,3,5.60,27.54,1.24,31.31,Queens,Queens,Cash,2024-01-20 15:01:00
T00005182,2024-04-06 18:26:00,2024-04-06 19:12:00,V003,5,0.85,18.55,2.81,23.51,Manhattan,Queens,Card,2024-04-06 21:19:00
T00005183,2024-04-13 15:38:00,2024-04-13 16:34:00,V001,1,5.06,30.38,1.90,34.32,Manhattan,Queens,Cash,2024-04-16 09:41:00
T00005184,2024-05-22 17:00:00,2024-05-22 17:32:00,V001,2,0.84,13.94,0.51,14.73,Queens,Brooklyn,Cash,2024-05-24 19:12:00
T00005185,2024-03-17 04:22:00,2024-03-17 04:50:00,V001,1,2.80,18.55,1.49,20.94,Brooklyn,Queens,Card,2024-03-18 16:46:00
T00005186,2024-04-23 22:03:00,2024-04-23 22:08:00,V003,2,7.80,19.77,2.37,24.47,Brooklyn,Bronx,Card,2024-04-24 23:49:00
T00005187,2024-02-11 07:03:00,2024-02-11 07:43:00,V003,1,1.25,18.18,2.21,21.63,Manhattan,Queens,Card,2024-02-13 13:53:00
T00005188,2024-05-12 04:04:00,2024-05-12 04:57:00,V002,2,5.29,29.87,8.54,39.23,Queens,Bronx,Card,2024-05-14 15:31:00
T00005189,2024-06-14 18:51:00,2024-06-14 19:44:00,V002,3,2.94,25.76,2.56,29.07,Bronx,Bronx,Card,2024-06-16 06:22:00
T00005190,2024-05-02 04:06:00,2024-05-02 05:10:00,V002,2,11.58,47.34,10.93,60.36,Manhattan,Manhattan,Card,2024-05-05 03:54:00
T00005191,2024-04-06 02:12:00,2024-04-06 02:25:00,V003,3,5.31,17.12,0.86,18.85,Brooklyn,Brooklyn,Cash,2024-04-08 09:39:00
T00005192,2024-05-15 12:18:00,2024-05-15 12:26:00,V004,1,3.59,13.67,2.10,18.16,Manhattan,Queens,Card,2024-05-18 02:59:00
T00005193,2024-04-02 04:36:00,2024-04-02 04:41:00,V002,2,9.27,22.78,2.82,27.54,Manhattan,Manhattan,Card,2024-04-04 15:50:00
T00005194,2024-04-01 10:36:00,2024-04-01 11:14:00,V001,3,3.36,21.44,2.10,25.90,Manhattan,Manhattan,Card,2024-04-03 10:04:00
T00005195,2024-06-12 04:51:00,2024-06-12 05:50:00,V002,1,1.51,25.21,4.81,32.50,Queens,Queens,Card,2024-06-14 21:30:00
T00005196,2024-03-10 04:25:00,2024-03-10 04:52:00,V003,2,4.04,21.06,5.31,28.00,Brooklyn,Brooklyn,Card,2024-03-12 20:18:00
T00005197,2024-05-03 11:27:00,2024-05-03 12:32:00,V001,2,4.13,32.23,7.27,41.08,Manhattan,Brooklyn,Card,2024-05-04 19:12:00
T00005198,2024-03-19 03:15:00,2024-03-19 03:44:00,V003,1,0.60,12.54,3.23,15.78,Bronx,Manhattan,Card,2024-03-20 20:39:00
T00005199,2024-03-29 10:23:00,2024-03-29 10:46:00,V003,1,4.56,19.17,0.57,21.07,Manhattan,Brooklyn,Cash,2024-03-30 15:44:00
T00005200,2024-03-21 18:10:00,2024-03-21 19:03:00,V004,6,2.13,25.10,3.67,31.40,Manhattan,Manhattan,Card,2024-03-23 03:43:00
T00005201,2024-04-22 07:35:00,2024-04-22 08:35:00,V003,3,2.78,28.19,3.57,32.79,Staten Island,Staten Island,Card,2024-04-22 22:57:00
T00005202,2024-02-23 08:11:00,2024-02-23 09:09:00,V004,3,1.08,24.36,6.73,31.60,Brooklyn,Manhattan,Card,2024-02-24 08:39:00
T00005203,2024-02-24 00:08:00,2024-02-24 01:16:00,V002,1,0.70,26.08,4.66,31.83,Queens,Bronx,Card,2024-02-25 11:21:00
T00005204,2024-04-13 17:04:00,2024-04-13 17:46:00,V001,1,2.33,20.30,4.27,27.06,Brooklyn,Manhattan,Card,2024-04-14 17:25:00
T00005205,2024-03-25 12:29:00,2024-03-25 12:39:00,V001,2,2.21,10.41,2.74,14.88,Manhattan,Brooklyn,Card,2024-03-25 22:43:00
T00005206,2024-04-19 08:16:00,2024-04-19 08:45:00,V001,3,0.61,14.79,1.36,18.37,Manhattan,Manhattan,Card,2024-04-21 21:04:00
T00005207,2024-03-12 23:40:00,2024-03-12 23:52:00,V001,1,1.56,9.90,0.23,12.34,Queens,Manhattan,Cash,2024-03-14 23:04:00
T00005208,2024-02-24 03:43:00,2024-02-24 04:07:00,V002,3,3.67,18.81,4.65,25.64,Bronx,Brooklyn,Card,2024-02-24 22:35:00
T00005209,2024-04-30 07:16:00,2024-04-30 07:24:00,V001,4,4.12,14.55,2.71,19.99,Queens,Brooklyn,Card,2024-05-02 11:46:00
